,index,store_ID,day_of_week,date,nb_customers_on_day,open,promotion,state_holiday,school_holiday,y_pred
2448,266611,1098,3,06/02/2013,779,1,1,0,1,6936.02
2449,137232,666,1,03/11/2014,834,1,1,0,0,10165.11
2450,13141,528,5,31/07/2015,1166,1,1,0,1,13768.24
2451,470870,623,3,29/01/2014,1159,1,0,0,0,8397.28
2452,337559,904,1,16/02/2015,614,1,1,0,1,7256.82
2453,263205,419,3,08/05/2013,1005,1,0,0,0,7383.25
2454,212159,414,4,04/06/2015,0,0,1,a,0,0.0
2455,693850,829,3,06/03/2013,853,1,1,0,0,7331.31
2456,303503,289,3,08/10/2014,503,1,1,0,0,5927.6
2457,571934,207,2,12/02/2013,894,1,0,0,0,7229.4
2458,422651,784,6,03/05/2014,780,1,0,0,0,7291.4783333333335
2459,353857,1031,3,12/02/2014,317,1,0,0,0,3188.61
2460,81581,924,3,09/04/2014,421,1,0,0,0,4175.75
2461,371687,718,7,01/02/2015,0,0,0,0,0,0.0
2462,336702,623,1,17/06/2013,1043,1,1,0,0,10360.61
2463,687973,271,4,06/02/2014,1020,1,1,0,0,10144.93
2464,119766,91,5,14/06/2013,538,1,0,0,0,4708.25
2465,388807,879,5,17/05/2013,374,1,1,0,0,3910.98
2466,589770,311,2,07/07/2015,782,1,0,0,0,6479.7
2467,594884,890,3,03/06/2015,600,1,1,0,1,6643.65
2468,483116,534,5,03/07/2015,484,1,1,0,0,5419.35
2469,177105,1006,7,10/08/2014,0,0,0,0,0,0.0
2470,68259,1055,3,04/06/2014,1065,1,1,0,0,8829.05
2471,450887,431,7,15/09/2013,0,0,0,0,0,0.0
2472,192905,173,5,22/08/2014,962,1,1,0,1,8899.64
2473,522531,131,7,10/11/2013,0,0,0,0,0,0.0
2474,608771,1006,2,02/12/2014,1109,1,1,0,0,9319.42
2475,37879,400,2,27/05/2014,1000,1,0,0,0,6651.18
2476,513414,545,4,03/10/2013,0,0,0,a,0,0.0
2477,558141,903,2,11/02/2014,674,1,0,0,0,8545.08
2478,155058,728,3,07/05/2014,429,1,1,0,0,5126.04
2479,547353,448,2,30/06/2015,847,1,1,0,1,9661.84
2480,124625,527,6,02/02/2013,1166,1,0,0,0,11347.11
2481,688571,875,5,14/03/2014,496,1,0,0,0,4885.25
2482,217493,584,6,13/12/2014,505,1,0,0,0,5156.2
2483,705636,987,7,11/01/2015,0,0,0,0,0,0.0
2484,182727,90,1,22/12/2014,1739,1,0,0,1,14269.59
2485,224372,379,2,06/08/2013,458,1,0,0,1,3762.48
2486,618257,289,2,05/02/2013,581,1,1,0,0,6877.46
2487,218806,411,3,25/06/2014,562,1,0,0,0,6407.05
2488,121931,870,7,30/03/2014,0,0,0,0,0,0.0
2489,428827,24,4,03/07/2014,910,1,1,0,0,8500.2
2490,519608,784,7,31/03/2013,0,0,0,0,0,0.0
2491,353670,142,3,25/09/2013,537,1,1,0,0,5514.66
2492,98788,1074,2,05/08/2014,580,1,1,0,1,5848.163333333333
2493,73537,464,6,22/02/2014,1466,1,0,0,0,11293.87
2494,247136,868,6,19/07/2014,594,1,0,0,0,6935.07
2495,561020,248,6,04/07/2015,938,1,0,0,0,7288.69
2496,515328,506,4,14/02/2013,800,1,0,0,0,6103.64
2497,312860,1110,3,29/07/2015,509,1,1,0,1,5268.34
2498,95043,300,5,15/03/2013,780,1,0,0,0,6319.6
2499,8910,444,6,02/11/2013,2203,1,0,0,0,17515.98
2500,57322,539,1,26/01/2015,1218,1,1,0,0,12560.18
2501,243960,768,2,05/03/2013,1424,1,1,0,0,13911.67
2502,448470,1084,1,10/11/2014,840,1,1,0,0,9599.21
2503,481199,963,4,07/02/2013,1199,1,1,0,1,11130.02
2504,621720,916,4,17/04/2014,888,1,1,0,1,8075.19
2505,181420,238,4,21/05/2015,1130,1,1,0,0,8819.31
2506,605867,449,5,25/10/2013,1375,1,1,0,1,10167.32
2507,163624,590,4,19/03/2015,399,1,1,0,0,5179.48
2508,583612,33,5,26/09/2014,749,1,0,0,0,6986.31
2509,397595,813,3,23/07/2014,587,1,0,0,0,5154.05
2510,20698,55,2,30/09/2014,700,1,1,0,0,7646.94
2511,643771,147,5,09/01/2015,920,1,1,0,0,8039.48
2512,512776,949,3,04/12/2013,590,1,1,0,0,6141.97
2513,374926,640,1,13/10/2014,696,1,0,0,1,8092.43
2514,709302,614,6,10/08/2013,796,1,0,0,0,5281.09
2515,24214,960,2,18/02/2014,596,1,1,0,0,6459.43
2516,258415,1088,1,03/11/2014,731,1,1,0,0,8334.86
2517,411111,591,5,14/06/2013,600,1,0,0,0,5918.25
2518,189880,999,2,30/04/2013,822,1,1,0,0,7636.46
2519,270966,296,5,01/03/2013,707,1,0,0,0,5985.47
2520,243251,848,1,10/02/2014,688,1,0,0,0,5470.85
2521,374249,226,1,22/06/2015,533,1,0,0,0,5125.17
2522,220599,422,5,17/04/2015,469,1,1,0,1,5090.61
2523,100728,1049,4,29/08/2013,644,1,1,0,1,4574.99
2524,322649,101,3,26/02/2014,711,1,0,0,0,6023.97
2525,545402,442,2,03/12/2013,522,1,1,0,0,5836.49
2526,252872,477,4,06/03/2014,494,1,1,0,1,6402.69
2527,272528,433,5,19/06/2015,666,1,1,0,0,7094.47
2528,64010,749,3,19/02/2014,730,1,1,0,0,7277.57
2529,298593,462,7,21/07/2013,0,0,0,0,0,0.0
2530,605110,229,2,27/08/2013,737,1,1,0,0,8550.82
2531,664042,775,3,04/03/2015,566,1,1,0,0,6298.03
2532,332968,666,7,07/06/2015,0,0,0,0,0,0.0
2533,477748,46,5,20/09/2013,556,1,0,0,0,4594.84
2534,410702,101,6,18/04/2015,733,1,0,0,0,6997.1866666666665
2535,656982,446,5,05/12/2014,903,1,1,0,0,8483.07
2536,344014,727,5,13/06/2014,451,1,0,0,0,4261.28
2537,461570,863,6,13/07/2013,779,1,0,0,0,6132.77
2538,152789,416,4,19/02/2015,1524,1,1,0,0,12066.02
2539,137582,163,6,14/03/2015,619,1,0,0,0,5612.04
2540,409444,559,3,29/10/2014,739,1,0,0,1,5624.05
2541,648478,807,2,22/10/2013,989,1,1,0,1,9727.96
2542,240829,864,2,08/10/2013,714,1,1,0,0,6489.0
2543,142553,156,7,30/06/2013,0,0,0,0,0,0.0
2544,73516,621,5,28/02/2014,894,1,0,0,0,7191.87
2545,184835,878,4,30/01/2014,776,1,0,0,0,7151.32
2546,303143,400,6,29/03/2014,927,1,0,0,0,6537.54
2547,407520,196,2,20/05/2014,691,1,1,0,0,6969.46
2548,545588,1030,2,11/02/2014,295,1,0,0,1,2939.99
2549,170852,25,5,08/11/2013,1663,1,1,0,0,11712.23
2550,410398,725,2,04/02/2014,571,1,1,0,0,5990.8
2551,7693,877,3,01/01/2014,0,0,0,a,1,0.0
2552,22371,1024,4,26/12/2013,0,0,0,c,1,0.0
2553,706381,928,4,30/01/2014,627,1,0,0,0,5148.7
2554,185461,928,7,21/06/2015,0,0,0,0,0,0.0
2555,338403,485,7,22/12/2013,0,0,0,0,0,0.0
2556,363111,419,7,08/09/2013,0,0,0,0,0,0.0
2557,637404,435,4,24/07/2014,281,1,0,0,1,2715.08
2558,420287,587,1,11/02/2013,468,1,0,0,1,4494.15
2559,666671,107,3,20/11/2013,933,1,1,0,0,7783.44
2560,468677,408,2,17/12/2013,554,1,1,0,0,6217.16
2561,223961,591,2,10/06/2014,469,1,0,0,1,4488.84
2562,131460,790,7,19/01/2014,0,0,0,0,0,0.0
2563,400754,159,3,24/04/2013,649,1,1,0,0,7187.04
2564,556243,299,6,21/09/2013,646,1,0,0,0,5842.15
2565,412132,888,5,14/11/2014,866,1,1,0,0,9122.09
2566,602355,731,6,14/12/2013,919,1,0,0,0,9139.29
2567,660672,501,7,30/06/2013,0,0,0,0,0,0.0
2568,259887,848,1,10/11/2014,857,1,1,0,0,8118.75
2569,407212,404,4,10/01/2013,0,0,1,0,0,0.0
2570,352948,80,3,15/04/2015,531,1,1,0,0,6750.24
2571,155589,888,6,14/03/2015,783,1,0,0,0,8202.62
2572,336449,996,2,17/12/2013,1052,1,1,0,0,11574.18
2573,272292,1100,5,10/10/2014,725,1,1,0,1,6097.45
2574,549189,236,4,24/01/2013,875,1,1,0,0,7127.88
2575,284314,727,3,29/10/2014,397,1,0,0,1,4037.15
2576,152441,45,6,01/06/2013,491,1,0,0,0,5708.29
2577,335889,583,1,25/02/2013,445,1,0,0,0,4145.14
2578,181512,86,7,24/05/2015,0,0,0,0,0,0.0
2579,614959,6,1,02/09/2013,827,1,0,0,0,6480.59
2580,676790,731,2,13/01/2015,926,1,1,0,0,8360.53
2581,62899,1031,7,16/03/2014,0,0,0,0,0,0.0
2582,407507,695,7,13/04/2014,0,0,0,0,0,0.0
2583,151490,882,3,20/08/2014,815,1,1,0,0,7282.52
2584,194638,18,7,15/02/2015,0,0,0,0,0,0.0
2585,413157,102,2,24/09/2013,1100,1,1,0,0,9322.84
2586,247532,555,4,24/04/2014,349,1,0,0,1,3450.4
2587,611868,612,3,19/06/2013,377,1,1,0,0,6220.37
2588,198704,122,1,06/07/2015,1184,1,0,0,0,9122.79
2589,659562,641,3,17/09/2014,533,1,1,0,0,5787.36
2590,368071,740,3,18/03/2015,514,1,1,0,0,6960.99
2591,578402,1040,6,02/11/2013,804,1,0,0,0,7041.36
2592,132564,50,7,01/12/2013,0,0,0,0,0,0.0
2593,52662,1054,2,12/03/2013,641,1,0,0,0,5702.96
2594,252600,801,1,26/01/2015,527,1,1,0,0,6074.16
2595,137176,661,4,18/06/2015,537,1,1,0,0,6345.8
2596,446524,605,1,22/07/2013,440,1,0,0,0,5159.368333333334
2597,532738,404,5,01/02/2013,689,1,0,0,0,6403.43
2598,31955,35,3,27/05/2015,674,1,0,0,0,7510.81
2599,481065,762,7,29/09/2013,0,0,0,0,0,0.0
2600,547470,911,5,07/11/2014,984,1,1,0,0,9928.08
2601,446779,553,5,02/01/2015,817,1,0,0,1,7299.85
2602,616846,996,5,18/01/2013,610,1,0,0,0,5505.95
2603,478875,106,3,17/06/2015,902,1,1,0,0,9826.18
2604,143324,555,4,13/06/2013,437,1,0,0,0,4289.2
2605,294471,301,1,25/05/2015,0,0,0,a,0,0.0
2606,184793,229,3,26/03/2014,591,1,0,0,0,5975.0
2607,606528,1073,6,27/06/2015,817,1,0,0,0,6786.44
2608,621971,898,5,24/04/2015,684,1,0,0,0,6480.42
2609,170011,765,6,27/04/2013,476,1,0,0,0,5309.26
2610,504864,689,2,26/05/2015,712,1,0,0,0,6186.24
2611,202233,794,7,03/11/2013,0,0,0,0,0,0.0
2612,75055,186,1,09/12/2013,421,1,0,0,0,4358.72
2613,69913,524,4,08/05/2014,952,1,1,0,0,8843.92
2614,309456,815,7,17/03/2013,0,0,0,0,0,0.0
2615,615165,1043,6,16/03/2013,1485,1,0,0,0,9995.12
2616,672825,425,2,26/05/2015,512,1,0,0,1,4895.47
2617,447328,792,6,06/09/2014,506,1,0,0,0,4869.703333333334
2618,144999,412,4,21/02/2013,564,1,1,0,0,6568.48
2619,317260,410,3,13/03/2013,733,1,0,0,0,5188.67
2620,193273,167,2,29/04/2014,1401,1,1,0,0,12658.07
2621,151014,243,5,30/01/2015,946,1,1,0,0,7822.17
2622,611786,460,3,02/01/2013,345,1,0,0,1,3274.61
2623,123332,843,7,14/04/2013,0,0,0,0,0,0.0
2624,561530,452,1,24/06/2013,553,1,0,0,1,5161.76
2625,667755,353,2,30/06/2015,1885,1,1,0,0,10535.21
2626,566077,746,4,29/08/2013,525,1,1,0,0,6335.35
2627,265989,1046,1,10/06/2013,635,1,0,0,0,7006.2
2628,699565,1089,6,11/01/2014,1052,1,0,0,0,10396.17
2629,150493,911,1,01/07/2013,1183,1,1,0,1,13594.41
2630,77988,437,6,26/07/2014,808,1,0,0,0,6934.67
2631,509927,326,3,06/08/2014,388,1,1,0,1,4905.48
2632,38863,363,5,07/11/2014,988,1,1,0,0,8523.89
2633,121128,973,1,15/07/2013,942,1,1,0,0,10071.73
2634,200791,372,3,29/05/2013,883,1,1,0,0,9513.98
2635,702301,1023,3,26/03/2014,462,1,0,0,0,4147.3
2636,12114,1057,2,28/04/2015,605,1,1,0,0,6652.24
2637,105249,865,7,29/09/2013,0,0,0,0,0,0.0
2638,572584,762,7,24/11/2013,0,0,0,0,0,0.0
2639,124497,415,3,06/11/2013,559,1,1,0,0,6398.94
2640,679014,1049,5,27/09/2013,667,1,1,0,0,5134.86
2641,463796,253,4,19/02/2015,716,1,1,0,0,7671.33
2642,167492,69,1,03/03/2014,1347,1,1,0,0,12022.18
2643,405297,140,2,08/07/2014,827,1,0,0,0,6458.94
2644,680850,268,3,01/05/2013,0,0,1,a,0,0.0
2645,142153,846,5,23/05/2014,999,1,1,0,0,9896.94
2646,379697,590,1,30/03/2015,532,1,1,0,1,7026.08
2647,684187,391,1,02/12/2013,1150,1,1,0,0,11825.66
2648,630247,509,5,01/05/2015,0,0,1,a,0,0.0
2649,663872,190,1,04/05/2015,905,1,1,0,0,10138.73
2650,370968,209,4,24/04/2014,587,1,0,0,1,5589.63
2651,313132,278,1,17/02/2014,1057,1,1,0,0,11313.87
2652,694647,450,5,09/05/2014,1016,1,1,0,0,8590.97
2653,166818,52,4,17/01/2013,310,1,0,0,0,4019.19
2654,546648,408,5,23/05/2014,501,1,1,0,0,5577.6475
2655,565954,1084,7,12/01/2014,0,0,0,0,0,0.0
2656,669575,393,7,17/11/2013,0,0,0,0,0,0.0
2657,579402,177,2,19/11/2013,597,1,1,0,0,6448.72
2658,616152,918,5,27/09/2013,602,1,1,0,0,5952.74
2659,396881,17,1,18/11/2013,1104,1,1,0,0,10451.73
2660,415366,819,7,15/03/2015,0,0,0,0,0,0.0
2661,354636,225,2,19/03/2013,533,1,1,0,0,6487.87
2662,11905,1064,5,02/08/2013,952,1,1,0,1,7890.17
2663,201847,643,4,03/07/2014,1092,1,1,0,0,9341.07
2664,150175,1057,5,17/05/2013,631,1,1,0,0,6513.36
2665,107818,907,2,04/11/2014,989,1,1,0,0,9261.02
2666,325234,1077,4,16/04/2015,533,1,1,0,0,5343.2
2667,106620,207,2,03/09/2013,1286,1,0,0,0,9621.5
2668,288418,586,6,25/07/2015,1731,1,0,0,0,9791.83
2669,509405,1068,3,12/02/2014,274,1,0,0,0,3941.5325
2670,646799,595,7,28/04/2013,0,0,0,0,0,0.0
2671,665192,438,3,13/03/2013,373,1,0,0,0,3038.89
2672,575619,212,5,01/03/2013,451,1,0,0,0,4351.31
2673,172790,148,3,11/02/2015,769,1,0,0,0,7667.18
2674,112905,755,6,20/07/2013,704,1,0,0,0,6849.79
2675,443637,944,3,12/11/2014,1144,1,1,0,0,11483.27
2676,411603,885,6,05/10/2013,611,1,0,0,0,4928.85
2677,134748,740,5,24/01/2014,523,1,1,0,0,5944.25
2678,13353,192,4,17/04/2014,849,1,1,0,1,8309.94
2679,698228,629,4,01/08/2013,773,1,1,0,1,7863.09
2680,667243,750,7,02/03/2014,0,0,0,0,0,0.0
2681,593148,1050,6,30/11/2013,726,1,0,0,0,7998.8
2682,178990,126,5,27/12/2013,559,1,0,0,1,5196.01
2683,132079,679,3,21/05/2014,1119,1,1,0,0,10492.8
2684,81873,701,1,01/06/2015,759,1,1,0,1,8277.2
2685,291893,847,3,03/04/2013,1019,1,0,0,1,7418.96
2686,334075,998,6,22/03/2014,480,1,0,0,0,3874.07
2687,298215,1102,7,24/03/2013,0,0,0,0,0,0.0
2688,627042,775,6,23/03/2013,589,1,0,0,0,5703.94
2689,273972,989,4,08/05/2014,582,1,1,0,0,6260.77
2690,281416,965,2,29/04/2014,1063,1,1,0,0,10387.94
2691,139099,147,2,27/01/2015,818,1,1,0,0,8186.56
2692,510885,256,3,22/01/2014,1344,1,1,0,0,11145.96
2693,299839,891,4,26/03/2015,788,1,0,0,0,6184.26
2694,281398,238,3,18/12/2013,1372,1,1,0,0,11296.13
2695,202980,921,3,29/04/2015,1259,1,1,0,0,11349.1
2696,251668,15,3,29/04/2015,771,1,1,0,0,8340.67
2697,317482,1059,2,02/04/2013,1226,1,0,0,0,8211.32
2698,221323,717,4,21/11/2013,541,1,1,0,0,6196.54
2699,268763,582,5,02/05/2014,1129,1,1,0,0,9961.97
2700,429869,83,4,09/05/2013,0,0,0,a,0,0.0
2701,266160,894,3,10/04/2013,1031,1,1,0,0,8184.59
2702,124854,177,3,01/07/2015,602,1,1,0,0,6019.81
2703,245639,187,5,31/10/2014,919,1,0,0,0,7208.04
2704,597083,933,4,09/05/2013,0,0,0,a,0,0.0
2705,587848,1106,5,13/06/2014,587,1,0,0,0,5003.13
2706,602491,102,5,07/02/2014,909,1,1,0,0,8481.72
2707,704099,376,4,05/03/2015,1022,1,1,0,0,8989.71
2708,617940,3,7,18/05/2014,0,0,0,0,0,0.0
2709,399158,70,4,20/02/2014,678,1,1,0,0,6360.35
2710,498518,1043,4,26/06/2014,775,1,0,0,0,6570.27
2711,498522,302,1,15/04/2013,250,1,0,0,0,2536.3
2712,230992,309,2,08/10/2013,638,1,1,0,0,7096.73
2713,599460,558,4,12/03/2015,373,1,0,0,1,2811.26
2714,119883,136,4,23/01/2014,491,1,1,0,0,6366.87
2715,355838,1047,2,27/01/2015,619,1,1,0,0,6413.34
2716,15275,688,2,30/06/2015,566,1,1,0,0,7478.59
2717,164428,621,4,25/06/2015,704,1,0,0,0,5754.4
2718,472216,351,6,09/11/2013,503,1,0,0,0,5545.31
2719,158548,720,4,30/10/2014,686,1,0,0,0,6046.5
2720,563199,303,6,09/08/2014,873,1,0,0,0,5947.65
2721,545407,245,7,09/11/2014,0,0,0,0,0,0.0
2722,312653,347,4,03/10/2013,0,0,0,a,0,0.0
2723,100821,1050,2,06/05/2014,550,1,1,0,0,8246.57
2724,418809,905,2,06/01/2015,1231,1,1,0,1,11950.16
2725,553756,412,4,07/02/2013,526,1,1,0,0,6214.12
2726,530658,509,2,28/07/2015,554,1,1,0,1,6607.56
2727,697203,942,6,08/02/2014,471,1,0,0,0,5477.48
2728,205419,129,4,13/06/2013,994,1,0,0,0,7508.4
2729,108613,25,6,11/04/2015,1288,1,0,0,0,8865.79
2730,306740,193,2,03/02/2015,855,1,1,0,0,8783.07
2731,702889,108,6,04/07/2015,857,1,0,0,0,8000.495
2732,80353,701,6,26/01/2013,604,1,0,0,0,5177.69
2733,186429,224,1,27/05/2013,489,1,1,0,1,6683.92
2734,492434,745,4,02/01/2014,645,1,0,0,1,6085.5
2735,657865,196,6,28/03/2015,549,1,0,0,0,4565.84
2736,7526,828,4,09/10/2014,643,1,1,0,0,5825.05
2737,63233,264,4,17/04/2014,1307,1,1,0,1,10663.53
2738,458563,152,5,17/05/2013,689,1,1,0,0,6720.0
2739,495444,109,1,20/10/2014,804,1,1,0,1,8871.27
2740,201256,453,6,07/09/2013,922,1,0,0,0,7545.19
2741,530827,894,2,04/03/2014,1270,1,1,0,0,10889.38
2742,209911,1056,1,18/03/2013,332,1,1,0,0,3497.31
2743,372926,81,4,07/11/2013,516,1,1,0,0,5505.6
2744,499406,595,5,08/08/2014,1570,1,1,0,1,12061.31
2745,37910,7,1,30/03/2015,1059,1,1,0,0,11228.46
2746,704450,405,4,14/05/2015,0,0,0,a,0,0.0
2747,620827,933,7,29/09/2013,0,0,0,0,0,0.0
2748,77385,361,6,15/03/2014,707,1,0,0,0,6360.43
2749,342397,346,6,29/06/2013,452,1,0,0,0,4818.29
2750,349683,941,5,16/05/2014,478,1,0,0,0,4527.79
2751,527009,595,1,07/04/2014,1583,1,0,0,0,12448.72
2752,227286,248,3,03/04/2013,1081,1,0,0,1,7471.74
2753,498758,138,2,16/12/2014,1133,1,1,0,0,11922.79
2754,27044,437,5,24/05/2013,583,1,0,0,0,5154.65
2755,691384,239,5,06/06/2014,560,1,1,0,0,5720.68
2756,693822,272,2,25/11/2014,745,1,1,0,0,8114.29
2757,352401,241,5,31/10/2014,960,1,0,0,0,7837.4
2758,37840,998,6,24/08/2013,420,1,0,0,0,4089.89
2759,309859,627,7,22/02/2015,0,0,0,0,0,0.0
2760,461899,268,6,27/04/2013,451,1,0,0,0,3178.04
2761,22036,658,6,10/01/2015,426,1,0,0,0,4548.55
2762,322155,281,6,05/07/2014,583,1,0,0,0,6014.81
2763,649873,547,3,17/04/2013,373,1,0,0,0,4280.88
2764,466446,796,3,21/01/2015,596,1,0,0,0,5657.49
2765,219215,153,1,07/01/2013,1005,1,1,0,0,11541.64
2766,340573,207,3,17/06/2015,1441,1,1,0,0,13270.79
2767,31363,101,3,13/03/2013,641,1,0,0,0,5080.88
2768,29204,170,6,09/05/2015,478,1,0,0,0,4623.13
2769,645917,440,1,02/12/2013,795,1,1,0,0,8257.83
2770,404594,987,6,09/05/2015,546,1,0,0,0,4501.43
2771,15799,282,5,14/02/2014,635,1,0,0,0,5364.87
2772,596636,1106,6,09/05/2015,341,1,0,0,0,3073.48
2773,130608,197,6,04/07/2015,572,1,0,0,0,4423.14
2774,619062,152,6,22/02/2014,383,1,0,0,0,3353.242
2775,476907,800,3,24/07/2013,448,1,0,0,1,4306.344666666667
2776,353341,474,6,22/03/2014,482,1,0,0,0,4974.806666666666
2777,110193,969,6,19/10/2013,495,1,0,0,0,3793.21
2778,160108,1099,3,03/04/2013,1186,1,0,0,1,8564.96
2779,318862,555,7,16/03/2014,0,0,0,0,0,0.0
2780,440779,166,5,18/07/2014,734,1,1,0,1,6738.21
2781,120549,1100,2,22/10/2013,759,1,1,0,1,6812.63
2782,655592,628,1,26/08/2013,951,1,1,0,0,10832.02
2783,371574,481,1,06/07/2015,517,1,0,0,0,4901.89
2784,57091,367,7,14/09/2014,0,0,0,0,0,0.0
2785,46458,13,5,10/05/2013,458,1,0,0,0,4849.98
2786,421073,111,1,06/10/2014,732,1,1,0,0,8413.96
2787,114447,224,7,27/04/2014,0,0,0,0,0,0.0
2788,637910,945,4,18/04/2013,475,1,0,0,0,3613.95
2789,696364,908,5,04/10/2013,442,1,0,0,0,4657.41
2790,590420,544,1,28/07/2014,2125,1,1,0,1,18222.08
2791,361325,1073,2,06/05/2014,996,1,1,0,0,8993.08
2792,653843,108,6,16/02/2013,791,1,0,0,0,8417.12
2793,386886,872,7,05/05/2013,0,0,0,0,0,0.0
2794,391275,964,6,25/07/2015,1373,1,0,0,0,8982.37
2795,602044,1018,1,07/01/2013,1729,1,1,0,0,16793.64
2796,266980,264,5,22/05/2015,942,1,1,0,0,9263.87
2797,308733,742,6,20/12/2014,1019,1,0,0,0,9870.06
2798,267580,623,1,01/12/2014,1090,1,1,0,0,10481.08
2799,699925,860,2,08/07/2014,634,1,0,0,0,4623.43
2800,473776,754,5,13/03/2015,776,1,0,0,0,6879.51
2801,331241,737,2,05/03/2013,1162,1,1,0,0,8643.31
2802,204663,748,6,08/11/2014,512,1,0,0,0,5577.82
2803,131964,1085,5,25/01/2013,895,1,1,0,0,8380.11
2804,254349,461,6,23/11/2013,533,1,0,0,0,5536.775
2805,575659,777,6,07/09/2013,308,1,0,0,0,3148.93
2806,99910,709,1,17/06/2013,1796,1,1,0,0,14915.28
2807,375057,1003,1,04/08/2014,938,1,1,0,1,10267.22
2808,246023,150,7,07/09/2014,0,0,0,0,0,0.0
2809,236234,692,6,11/04/2015,471,1,0,0,0,4572.3
2810,171644,547,1,06/01/2014,0,0,1,a,0,0.0
2811,404184,238,1,06/07/2015,1090,1,0,0,1,7584.9
2812,557354,834,4,29/05/2014,0,0,0,a,0,0.0
2813,545601,619,5,06/06/2014,501,1,1,0,0,5068.88
2814,640349,399,2,27/08/2013,585,1,1,0,1,6339.15
2815,673279,370,6,03/08/2013,676,1,0,0,0,7478.282666666666
2816,628756,567,3,22/04/2015,544,1,0,0,0,4814.09
2817,647336,1084,1,02/02/2015,974,1,1,0,0,10253.96
2818,424618,822,4,07/08/2014,701,1,1,0,1,7612.37
2819,478111,397,3,22/07/2015,677,1,0,0,1,6555.47
2820,89808,727,2,29/07/2014,480,1,1,0,1,5114.26
2821,472054,802,4,23/01/2014,516,1,1,0,0,6549.2
2822,113518,1040,7,15/12/2013,0,0,0,0,0,0.0
2823,688680,153,7,12/10/2014,0,0,0,0,0,0.0
2824,553227,100,5,03/07/2015,795,1,1,0,0,8498.0
2825,228640,746,1,09/03/2015,560,1,0,0,0,5819.56
2826,642629,1006,3,31/07/2013,1065,1,1,0,1,10173.3
2827,578720,977,7,04/05/2014,0,0,0,0,0,0.0
2828,286738,45,3,28/01/2015,372,1,1,0,0,5339.94
2829,529173,1012,2,18/03/2014,472,1,1,0,0,5345.26
2830,298627,422,1,22/07/2013,380,1,0,0,1,3477.3
2831,653282,1018,3,16/07/2014,1361,1,1,0,1,11805.72
2832,617654,720,7,25/01/2015,0,0,0,0,0,0.0
2833,226822,729,7,09/06/2013,0,0,0,0,0,0.0
2834,142581,873,2,30/04/2013,537,1,1,0,0,5063.29
2835,70084,2,3,09/07/2014,568,1,0,0,0,4303.93
2836,215452,1002,2,09/12/2014,680,1,0,0,0,5351.37
2837,602457,446,4,10/01/2013,764,1,1,0,0,6543.0
2838,218083,552,4,14/11/2013,625,1,0,0,0,5859.64
2839,125542,128,6,23/05/2015,613,1,0,0,0,7334.32
2840,519990,322,7,07/12/2014,0,0,0,0,0,0.0
2841,629154,991,3,04/06/2014,516,1,1,0,0,5704.29
2842,512933,665,3,25/03/2015,1193,1,0,0,0,7377.31
2843,218498,349,3,04/03/2015,861,1,1,0,0,9235.75
2844,475455,557,7,02/06/2013,0,0,0,0,0,0.0
2845,216157,763,4,07/03/2013,582,1,1,0,0,6366.46
2846,478962,318,6,27/09/2014,442,1,0,0,0,4643.15
2847,545331,674,3,31/12/2014,825,1,0,0,1,6464.32
2848,640107,298,1,18/03/2013,748,1,1,0,0,8597.06
2849,315831,30,6,31/08/2013,844,1,0,0,0,5347.16
2850,118479,936,6,29/03/2014,863,1,0,0,0,7677.97
2851,38996,577,7,13/10/2013,0,0,0,0,0,0.0
2852,453718,815,6,10/08/2013,910,1,0,0,0,8645.08
2853,5485,363,5,14/11/2014,977,1,1,0,0,9151.94
2854,499144,1002,4,22/08/2013,519,1,0,0,0,3971.89
2855,168016,787,3,29/04/2015,1262,1,1,0,0,12350.44
2856,580259,505,3,19/06/2013,628,1,1,0,0,5601.42
2857,350996,248,7,07/07/2013,0,0,0,0,0,0.0
2858,68170,644,7,16/03/2014,0,0,0,0,0,0.0
2859,235833,505,4,03/01/2013,492,1,0,0,1,3794.66
2860,973,955,5,08/08/2014,566,1,1,0,1,5292.47
2861,185403,790,1,26/01/2015,664,1,1,0,0,8029.4
2862,277475,438,1,18/03/2013,694,1,1,0,0,7311.91
2863,441260,221,7,10/05/2015,0,0,0,0,0,0.0
2864,236463,743,6,27/04/2013,203,1,0,0,0,1668.69
2865,8879,985,5,10/10/2014,821,1,1,0,0,8919.19
2866,566793,936,7,08/06/2014,0,0,0,0,0,0.0
2867,374718,678,2,21/05/2013,824,1,0,0,1,6338.6
2868,337549,195,6,15/03/2014,1331,1,0,0,0,10881.75
2869,355357,771,6,28/02/2015,582,1,0,0,0,5343.71
2870,513339,934,6,09/02/2013,509,1,0,0,0,4727.84
2871,705463,612,1,05/08/2013,400,1,0,0,1,6120.02
2872,210636,151,4,03/07/2014,675,1,1,0,0,7188.45
2873,161188,900,6,02/05/2015,619,1,0,0,0,6912.57
2874,162512,267,5,10/05/2013,1520,1,0,0,1,11835.09
2875,107654,193,6,16/05/2015,674,1,0,0,0,4895.14
2876,597918,658,5,09/05/2014,681,1,1,0,0,6433.08
2877,109900,641,5,06/03/2015,545,1,1,0,0,6219.43
2878,700900,343,2,29/04/2014,737,1,1,0,0,8308.98
2879,337930,613,1,23/03/2015,920,1,0,0,0,5903.07
2880,6428,425,4,19/03/2015,468,1,1,0,0,4264.67
